Word,Frequency,Part-of-speech,Percentage So Far
 هَٰذَا,1,Relative pronoun,99.16084293
 هَار,1,Noun,99.16219206
 هَٰرُوت,1,Proper noun,99.16354119
 هَٰكَذَا,1,Demonstrative pronoun,99.16489032
 هَامِدَة,1,Noun,99.16623944
 هَاوِيَة,1,Noun,99.16758857
 هَجْر,1,Noun,99.1689377
 هَدّ,1,Noun,99.17028682
 هُدْهُد,1,Noun,99.17163595
 هَرَب,1,Noun,99.17298508
 هَزْل,1,Noun,99.17433421
 هَضْم,1,Noun,99.17568333
 هَضِيم,1,Adjective,99.17703246
 هَلُوع,1,Noun,99.17838159
 هَمَّاز,1,Adjective,99.17973071
 هَمَزَٰت,1,Noun,99.18107984
 هُمَزَة,1,Noun,99.18242897
 هَمْس,1,Noun,99.1837781
 هُنَالِك,1,Location adverb,99.18512722
 هَوْن,1,Noun,99.18647635
 هُون,1,Adjective,99.18782548
 هِيم,1,Noun,99.1891746
 وَاجِفَة,1,Adjective,99.19052373
 وَادِي,1,Noun,99.19187286
 وَٰسِعَة,1,Adjective,99.19322199
 وَٰعِظِين,1,Noun,99.19457111
 وَٰعِيَة,1,Adjective,99.19592024
 وَاقِع,1,Adjective,99.19726937
 وَال,1,Noun,99.19861849
 وَٰلِدَٰت,1,Noun,99.19996762
 وَاهِيَة,1,Noun,99.20131675
 وَبِيل,1,Adjective,99.20266588
 وَتْر,1,Noun,99.204015
 وَتِين,1,Noun,99.20536413
 وُجْد,1,Noun,99.20671326
 وَجِلُون,1,Noun,99.20806238
 وَجِلَة,1,Adjective,99.20941151
 وَجْه,1,Time adverb,99.21076064
 وِجْهَة,1,Noun,99.21210976
 وُحُوش,1,Noun,99.21345889
 وَحِيد,1,Noun,99.21480802
 وَدّ,1,Proper noun,99.21615715
 وُدّ,1,Noun,99.21750627
 وَدُود,1,Adjective,99.2188554
 وَدُود,1,Noun,99.22020453
 وَرْدَة,1,Noun,99.22155365
 وَرِق,1,Noun,99.22290278
 وَرَقَة,1,Noun,99.22425191
 وَرِيد,1,Noun,99.22560104
 وَزَر,1,Noun,99.22695016
 وَسَط,1,Adjective,99.22829929
 وُسْطَىٰ,1,Adjective,99.22964842
 وَسْوَاس,1,Noun,99.23099754
وَصْف,1,Noun,99.23234667
وَصِيد,1,Noun,99.2336958
وَصِيلَة,1,Noun,99.23504493
وَطْـٔ,1,Noun,99.23639405
وِفَاق,1,Adjective,99.23774318
وَفْد,1,Noun,99.23909231
وَقَار,1,Noun,99.24044143
وِقْر,1,Noun,99.24179056
وَقْعَت,1,Noun,99.24313969
وَلِيجَة,1,Noun,99.24448882
وَهَّاب,1,Adjective,99.24583794
وَهَّاج,1,Adjective,99.24718707
يَابِس,1,Noun,99.2485362
يَاقُوت,1,Noun,99.24988532
يَبَس,1,Adjective,99.25123445
يَثْرِب,1,Proper noun,99.25258358
يَحْمُوم,1,Noun,99.25393271
يَعُوق,1,Proper noun,99.25528183
يَغُوث,1,Proper noun,99.25663096
يَقْطِين,1,Noun,99.25798009
يَنْع,1,Noun,99.25932921
ءَاسِن,1,Noun,99.26067834
ءَافِلِين,1,Noun,99.26202747
ءَامِرُون,1,Noun,99.2633766
ءَامِنَة,1,Noun,99.26472572
ءَان,1,Noun,99.26607485
ءَانَآء,1,Time adverb,99.26742398
ءَانِف,1,Noun,99.2687731
ءَانِيَة,1,Noun,99.27012223
ءَانِيَة,1,Adjective,99.27147136
 أَبَقَ,1,Verb,99.27282049
 يُؤْثَرُ,1,Verb,99.27416961
 تَأْجُرَ,1,Verb,99.27551874
 آزَرَ,1,Verb,99.27686787
 تَؤُزُّ,1,Verb,99.27821699
 أَزِفَتِ,1,Verb,99.27956612
 تَأْسِرُ,1,Verb,99.28091525
 ءَاسَفُ,1,Verb,99.28226437
 أَلَتْ,1,Verb,99.2836135
 يَأْلُ,1,Verb,99.28496263
 يُؤْلُ,1,Verb,99.28631176
 يَأْتَلِ,1,Verb,99.28766088
 ٱؤْتُمِنَ,1,Verb,99.28901001
 تَسْتَأْنِسُ,1,Verb,99.29035914
 يَأْنِ,1,Verb,99.29170826
 أَوِّبِ,1,Verb,99.29305739
 يَـُٔودُ,1,Verb,99.29440652
 يُبَتِّكُ,1,Verb,99.29575565
 تَبَتَّلْ,1,Verb,99.29710477
 ٱنۢبَجَسَتْ,1,Verb,99.2984539
 يَبْحَثُ,1,Verb,99.29980303
 ٱبْتَدَعُ,1,Verb,99.30115215
 تُبَذِّرْ,1,Verb,99.30250128
 نَّبْرَأَ,1,Verb,99.30385041
 تَبَرَّجْ,1,Verb,99.30519954
 بَرِقَ,1,Verb,99.30654866
 أَبْرَمُ,1,Verb,99.30789779
 بَسَرَ,1,Verb,99.30924692
 بُسَّتِ,1,Verb,99.31059604
 تَبَسَّمَ,1,Verb,99.31194517
 أَبْشِرُ,1,Verb,99.3132943
 يُبَصَّرُ,1,Verb,99.31464343
 يُبَطِّئَ,1,Verb,99.31599255
 بَطِرَتْ,1,Verb,99.31734168
 بَطَلَ,1,Verb,99.31869081
 ٱنۢبَعَثَ,1,Verb,99.32003993
 بَٰعِدْ,1,Verb,99.32138906
 تُبْقِى,1,Verb,99.32273819
 أَبْكَىٰ,1,Verb,99.32408732
 يُبْلِسُ,1,Verb,99.32543644
 ٱبْلَعِ,1,Verb,99.32678557
 نَبْتَهِلْ,1,Verb,99.3281347
 يَبِيتُ,1,Verb,99.32948382
 تَبِيدَ,1,Verb,99.33083295
 تَبَايَعْ,1,Verb,99.33218208
 يُبِينُ,1,Verb,99.33353121
 تَسْتَبِينَ,1,Verb,99.33488033
 أَتْقَنَ,1,Verb,99.33622946
 تَلَّ,1,Verb,99.33757859
 يَتِيهُ,1,Verb,99.33892771
 ٱثْبُتُ,1,Verb,99.34027684
 ثَبَّطَ,1,Verb,99.34162597
 أَثْقَلَت,1,Verb,99.3429751
 ٱثَّاقَلْ,1,Verb,99.34432422
 يَثْنُ,1,Verb,99.34567335
 يَسْتَثْنُ,1,Verb,99.34702248
 ثُوِّبَ,1,Verb,99.3483716
 يُجْبَىٰٓ,1,Verb,99.34972073
 ٱجْتُثَّتْ,1,Verb,99.35106986
 جَرَحْ,1,Verb,99.35241898
 ٱجْتَرَحُ,1,Verb,99.35376811
 يَجُرُّ,1,Verb,99.35511724
 يَتَجَرَّعُ,1,Verb,99.35646637
 جَزِعْ,1,Verb,99.35781549
 نُجَٰزِىٓ,1,Verb,99.35916462
 تَجَسَّسُ,1,Verb,99.36051375
 تَتَجَافَىٰ,1,Verb,99.36186287
 أَجْلِبْ,1,Verb,99.363212
 يَجْمَحُ,1,Verb,99.36456113
 ٱجْنُبْ,1,Verb,99.36591026
 يُجَنَّبُ,1,Verb,99.36725938
 يَتَجَنَّبُ,1,Verb,99.36860851
 جَنَّ,1,Verb,99.36995764
 جَابُ,1,Verb,99.37130676
 يُجَاوِرُ,1,Verb,99.37265589
 ٱسْتَجَارَ,1,Verb,99.37400502
 نَتَجَاوَزُ,1,Verb,99.37535415
 جَاسُ,1,Verb,99.37670327
 تَجُوعَ,1,Verb,99.3780524
 حَبَّبَ,1,Verb,99.37940153
 حَجَّ,1,Verb,99.38075065
 يَتَحَآجُّ,1,Verb,99.38209978
 تَحْرُثُ,1,Verb,99.38344891
 ٱحْتَرَقَتْ,1,Verb,99.38479804
 تُحَرِّكْ,1,Verb,99.38614716
 تَحَرَّ,1,Verb,99.38749629
 يَسْتَحْسِرُ,1,Verb,99.38884542
 تَحُسُّ,1,Verb,99.39019454
 تَحَسَّسُ,1,Verb,99.39154367
 حَصْحَصَ,1,Verb,99.3928928
 حَصَد,1,Verb,99.39424193
 حُصِّلَ,1,Verb,99.39559105
 تَحَٰٓضُّ,1,Verb,99.39694018
 يَحْطِمَ,1,Verb,99.39828931
 ٱسْتُحْفِظُ,1,Verb,99.39963843
 حَفَفْ,1,Verb,99.40098756
 يُحْفِ,1,Verb,99.40233669
 يَتَحَاكَمُ,1,Verb,99.40368582
 تَحْلِقُ,1,Verb,99.40503494
 يُحْمَدُ,1,Verb,99.40638407
 يُحْمَىٰ,1,Verb,99.4077332
 تَحْنَثْ,1,Verb,99.40908232
 أَحْتَنِكَ,1,Verb,99.41043145
 يَحُورَ,1,Verb,99.41178058
 تَحِيدُ,1,Verb,99.41312971
 يَحِضْ,1,Verb,99.41447883
 يَحِيفَ,1,Verb,99.41582796
 خَبُثَ,1,Verb,99.41717709
 يَتَخَبَّطُ,1,Verb,99.41852621
 خَبَتْ,1,Verb,99.41987534
 يَخْذُلْ,1,Verb,99.42122447
 يُخْرِبُ,1,Verb,99.42257359
 نَخْزَىٰ,1,Verb,99.42392272
 ٱخْسَـُٔ,1,Verb,99.42527185
 تَخْضَعْ,1,Verb,99.42662098
 تَخُطُّ,1,Verb,99.4279701
 تُخَافِتْ,1,Verb,99.42931923
 خَلَصُ,1,Verb,99.43066836
 أَسْتَخْلِصْ,1,Verb,99.43201748
 خَلَطُ,1,Verb,99.43336661
 تُخَالِطُ,1,Verb,99.43471574
 ٱخْلَعْ,1,Verb,99.43606487
 خُلِّفُ,1,Verb,99.43741399
 يَتَخَلَّفُ,1,Verb,99.43876312
 خَلُّ,1,Verb,99.44011225
 تَخَلَّتْ,1,Verb,99.44146137
 يُخَيَّلُ,1,Verb,99.4428105
 دَحَىٰ,1,Verb,99.44415963
 ٱدَّٰرَْٰٔ,1,Verb,99.44550876
 يَدُسُّ,1,Verb,99.44685788
 دَسَّىٰ,1,Verb,99.44820701
 يُدَٰفِعُ,1,Verb,99.44955614
 تَدَلَّىٰ,1,Verb,99.45090526
 دَمْدَمَ,1,Verb,99.45225439
 يَدْمَغُ,1,Verb,99.45360352
 تَدُورُ,1,Verb,99.45495265
 تُدِيرُ,1,Verb,99.45630177
 نُدَاوِلُ,1,Verb,99.4576509
 يَدِينُ,1,Verb,99.45900003
 تَدَايَن,1,Verb,99.46034915
 تَدَّخِرُ,1,Verb,99.46169828
 تَذْرُو,1,Verb,99.46304741
 ٱدَّكَرَ,1,Verb,99.46439654
 ذَكَّيْ,1,Verb,99.46574566
 نَّذِلَّ,1,Verb,99.46709479
 تُذِلُّ,1,Verb,99.46844392
 تَذْهَلُ,1,Verb,99.46979304
 تَذُودَ,1,Verb,99.47114217
 أَذَاعُ,1,Verb,99.4724913
 رَبِحَت,1,Verb,99.47384043
 رَابِطُ,1,Verb,99.47518955
 يَرْتَعْ,1,Verb,99.47653868
 رُجَّتِ,1,Verb,99.47788781
 يَتَرَاجَعَ,1,Verb,99.47923693
 يَتَرَدَّدُ,1,Verb,99.48058606
 رَدِفَ,1,Verb,99.48193519
 تَرْدَىٰ,1,Verb,99.48328432
 تَرَدَّىٰٓ,1,Verb,99.48463344
 أَرْسَىٰ,1,Verb,99.48598257
 يَرْشُدُ,1,Verb,99.4873317
 يُرْضِعْ,1,Verb,99.48868082
 تَسْتَرْضِعُ,1,Verb,99.49002995
 تَرْقَىٰ,1,Verb,99.49137908
 يَرْتَقُ,1,Verb,99.4927282
 رَكَّبَ,1,Verb,99.49407733
 يَرْكُمَ,1,Verb,99.49542646
 تُرْهِبُ,1,Verb,99.49677559
 ٱسْتَرْهَبُ,1,Verb,99.49812471
 تُرِيحُ,1,Verb,99.49947384
 رَانَ,1,Verb,99.50082297
 ٱزْدُجِرَ,1,Verb,99.50217209
 زُحْزِحَ,1,Verb,99.50352122
 تَزْدَرِىٓ,1,Verb,99.50487035
 يَزِفُّ,1,Verb,99.50621948
 زَكَىٰ,1,Verb,99.5075686
 يُزْلِقُ,1,Verb,99.50891773
 أَزَلَّ,1,Verb,99.51026686
 ٱسْتَزَلَّ,1,Verb,99.51161598
 تَزَوَّدُ,1,Verb,99.51296511
 زُرْ,1,Verb,99.51431424
 تَّزَٰوَرُ,1,Verb,99.51566337
 زَيَّلْ,1,Verb,99.51701249
 تَزَيَّلُ,1,Verb,99.51836162
 ٱزَّيَّنَتْ,1,Verb,99.51971075
 يَسْبِتُ,1,Verb,99.52105987
 أَسْبَغَ,1,Verb,99.522409
 سَابِقُ,1,Verb,99.52375813
 تَسْتَتِرُ,1,Verb,99.52510726
 يُسْجَرُ,1,Verb,99.52645638
 سُجِّرَتْ,1,Verb,99.52780551
 سَجَىٰ,1,Verb,99.52915464
 يُسْحِتَ,1,Verb,99.53050376
 يَسْتَسْخِرُ,1,Verb,99.53185289
 أَسْخَطَ,1,Verb,99.53320202
 تَسْرَحُ,1,Verb,99.53455115
 تَسُرُّ,1,Verb,99.53590027
 ٱسْتَرَقَ,1,Verb,99.5372494
 يَسْرِ,1,Verb,99.53859853
 سُطِحَتْ,1,Verb,99.53994765
 يَسْطُرُ,1,Verb,99.54129678
 يَسْطُ,1,Verb,99.54264591
 سُعِدُ,1,Verb,99.54399504
 سُعِّرَتْ,1,Verb,99.54534416
 أَسْفَرَ,1,Verb,99.54669329
 نَسْفَعًۢ,1,Verb,99.54804242
 سَفِهَ,1,Verb,99.54939154
 تُسَٰقِطْ,1,Verb,99.55074067
 سَكَتَ,1,Verb,99.5520898
 سُكِّرَتْ,1,Verb,99.55343893
 يَسْلُبْ,1,Verb,99.55478805
 نَسْلَخُ,1,Verb,99.55613718
 سَلَقُ,1,Verb,99.55748631
 يَتَسَلَّلُ,1,Verb,99.55883543
 يَسَّمَّعُ,1,Verb,99.56018456
 يُسْمِنُ,1,Verb,99.56153369
يَتَسَنَّهْ,1,Verb,99.56288281
سَاهَمَ,1,Verb,99.56423194
تَسَوَّرُ,1,Verb,99.56558107
يُسِيغُ,1,Verb,99.5669302
تُسِيمُ,1,Verb,99.56827932
تُسَوَّىٰ,1,Verb,99.56962845
سَاوَىٰ,1,Verb,99.57097758
سِيحُ,1,Verb,99.5723267
سَالَتْ,1,Verb,99.57367583
أَسَلْ,1,Verb,99.57502496
شُبِّهَ,1,Verb,99.57637409
شَجَرَ,1,Verb,99.57772321
تَشْخَصُ,1,Verb,99.57907234
ٱشْتَدَّتْ,1,Verb,99.58042147
أُشْرِبُ,1,Verb,99.58177059
شَرِّدْ,1,Verb,99.58311972
أَشْرَقَتِ,1,Verb,99.58446885
شَارِكْ,1,Verb,99.58581798
تُشْطِطْ,1,Verb,99.5871671
ٱشْتَعَلَ,1,Verb,99.58851623
شَغَفَ,1,Verb,99.58986536
شَغَلَتْ,1,Verb,99.59121448
أَشْكُوا۟,1,Verb,99.59256361
تَشْتَكِىٓ,1,Verb,99.59391274
تُشْمِتْ,1,Verb,99.59526187
ٱشْمَأَزَّتْ,1,Verb,99.59661099
شَاوِرْ,1,Verb,99.59796012
أَشَارَتْ,1,Verb,99.59930925
يَشْوِى,1,Verb,99.60065837
تَشِيعَ,1,Verb,99.6020075
صَبَّحَ,1,Verb,99.60335663
صَابِرُ,1,Verb,99.60470576
أَصْبُ,1,Verb,99.60605488
يُصْحَبُ,1,Verb,99.60740401
صُدُّ,1,Verb,99.60875314
يَصْدُرُ,1,Verb,99.61010226
يُصْدِرَ,1,Verb,99.61145139
ٱصْدَعْ,1,Verb,99.61280052
يُصَدَّعُ,1,Verb,99.61414965
يَصَّدَّعُ,1,Verb,99.61549877
تَصَدَّىٰ,1,Verb,99.6168479
يَصْطَرِخُ,1,Verb,99.61819703
يَسْتَصْرِخُ,1,Verb,99.61954615
ٱنصَرَفُ,1,Verb,99.62089528
يَصْرِمُ,1,Verb,99.62224441
يَصْعَدُ,1,Verb,99.62359353
تُصْعِدُ,1,Verb,99.62494266
يَصَّعَّدُ,1,Verb,99.62629179
تُصَعِّرْ,1,Verb,99.62764092
صَكَّتْ,1,Verb,99.62899004
 صَلُّ,1,Verb,99.63033917
 أَصَمَّ,1,Verb,99.6316883
 ٱصْطَنَعْ,1,Verb,99.63303742
 يُصْهَرُ,1,Verb,99.63438655
 صُرْ,1,Verb,99.63573568
 ٱصْطَادُ,1,Verb,99.63708481
 تَصِيرُ,1,Verb,99.63843393
 أَضْحَكَ,1,Verb,99.63978306
 تَضْحَىٰ,1,Verb,99.64113219
 تَضَرَّعُ,1,Verb,99.64248131
 يُضَٰهِـُٔ,1,Verb,99.64383044
 يُضَيِّفُ,1,Verb,99.64517957
 تُضَيِّقُ,1,Verb,99.6465287
 طَحَىٰ,1,Verb,99.64787782
 ٱطْرَحُ,1,Verb,99.64922695
 ٱسْتَطْعَمَ,1,Verb,99.65057608
 طَعَنُ,1,Verb,99.6519252
 أَطْغَيْ,1,Verb,99.65327433
 يَطْلُبُ,1,Verb,99.65462346
 يُطْلِعَ,1,Verb,99.65597259
 يَطْهُرْ,1,Verb,99.65732171
 طَوَّعَتْ,1,Verb,99.65867084
 يُطَوَّقُ,1,Verb,99.66001997
 يُطِيقُ,1,Verb,99.66136909
 تَطَاوَلَ,1,Verb,99.66271822
 نَطْوِى,1,Verb,99.66406735
 يَطِيرُ,1,Verb,99.66541648
 أَظْفَرَ,1,Verb,99.6667656
 أَظْلَمَ,1,Verb,99.66811473
 تَظْمَؤُا۟,1,Verb,99.66946386
 يَعْبَؤُا۟,1,Verb,99.67081298
 تَعْبَثُ,1,Verb,99.67216211
 عَبَّد,1,Verb,99.67351124
 تَعْبُرُ,1,Verb,99.67486037
 ٱعْتَبِرُ,1,Verb,99.67620949
 ٱعْتِلُ,1,Verb,99.67755862
 عُثِرَ,1,Verb,99.67890775
 أَعْثَرْ,1,Verb,99.68025687
 عَجَزْ,1,Verb,99.681606
 أَعْجَلَ,1,Verb,99.68295513
 تَعَجَّلَ,1,Verb,99.68430426
 عَدَّدَ,1,Verb,99.68565338
 تَعْتَدُّ,1,Verb,99.68700251
 عَادَيْ,1,Verb,99.68835164
 عَرَّضْ,1,Verb,99.68970076
 ٱعْتَرَىٰ,1,Verb,99.69104989
 تَعْرَىٰ,1,Verb,99.69239902
 عَزَّ,1,Verb,99.69374814
 عَزَّزْ,1,Verb,99.69509727
 تُعِزُّ,1,Verb,99.6964464
 عَزَلْ,1,Verb,99.69779553
 تَعَاسَرْ,1,Verb,99.69914465
 عَسْعَسَ,1,Verb,99.70049378
 عَاشِرُ,1,Verb,99.70184291
 يَعْشُ,1,Verb,99.70319203
 ٱسْتَعْصَمَ,1,Verb,99.70454116
 عُطِّلَتْ,1,Verb,99.70589029
 تَعَاطَىٰ,1,Verb,99.70723942
 يُعْظِمْ,1,Verb,99.70858854
 أَعْقَبَ,1,Verb,99.70993767
 عَقَدَتْ,1,Verb,99.7112868
 عَقَّد,1,Verb,99.71263592
 يَعْكُفُ,1,Verb,99.71398505
 ٱسْتَعْلَىٰ,1,Verb,99.71533418
 تَعَمَّدَتْ,1,Verb,99.71668331
 ٱعْتَمَرَ,1,Verb,99.71803243
 ٱسْتَعْمَرَ,1,Verb,99.71938156
 عُمِّيَتْ,1,Verb,99.72073069
 أَعْنَتَ,1,Verb,99.72207981
 عَنَتِ,1,Verb,99.72342894
 أُعِيذُ,1,Verb,99.72477807
 تَعُولُ,1,Verb,99.7261272
 أَعِيبَ,1,Verb,99.72747632
 ٱغْتَرَفَ,1,Verb,99.72882545
 ٱغْسِلُ,1,Verb,99.73017458
 تَغْتَسِلُ,1,Verb,99.7315237
 تَغَشَّىٰ,1,Verb,99.73287283
 أَغْطَشَ,1,Verb,99.73422196
 تَغْفُلُ,1,Verb,99.73557109
 أَغْفَلْ,1,Verb,99.73692021
 ٱسْتَغْلَظَ,1,Verb,99.73826934
 غَلَّقَتِ,1,Verb,99.73961847
 يَغْلِى,1,Verb,99.74096759
 يَتَغَامَزُ,1,Verb,99.74231672
 تُغْمِضُ,1,Verb,99.74366585
 يُغَاثُ,1,Verb,99.74501498
 يَغُوصُ,1,Verb,99.7463641
 يَغْتَب,1,Verb,99.74771323
 يُغَاثُ,1,Verb,99.74906236
 يَتَغَيَّرْ,1,Verb,99.75041148
 تَفْتَؤُا۟,1,Verb,99.75176061
 تُفَتَّحُ,1,Verb,99.75310974
 يَفْتُرُ,1,Verb,99.75445887
 يُفَتَّرُ,1,Verb,99.75580799
 فَتَقْ,1,Verb,99.75715712
 يَتَفَجَّرُ,1,Verb,99.75850625
 ٱنفَجَرَتْ,1,Verb,99.75985537
 فَدَيْ,1,Verb,99.7612045
 تُفَٰدُ,1,Verb,99.76255363
 فُرِجَتْ,1,Verb,99.76390275
 فَرَشْ,1,Verb,99.76525188
 يَفْرُطَ,1,Verb,99.76660101
 فَارِقُ,1,Verb,99.76795014
 يَفْتَرِي,1,Verb,99.76929926
 فُزِّعَ,1,Verb,99.77064839
 تَفَسَّحُ,1,Verb,99.77199752
 تَفْضَحُ,1,Verb,99.77334664
 يَتَفَضَّلَ,1,Verb,99.77469577
 أَفْضَىٰ,1,Verb,99.7760449
 ٱنفَطَرَتْ,1,Verb,99.77739403
 تَفَقَّدَ,1,Verb,99.77874315
 يَتَفَقَّهُ,1,Verb,99.78009228
 فَكَّرَ,1,Verb,99.78144141
 تَفَكَّهُ,1,Verb,99.78279053
 ٱنفَلَقَ,1,Verb,99.78413966
 تُفَنِّدُ,1,Verb,99.78548879
 فَهَّمْ,1,Verb,99.78683792
 أُفَوِّضُ,1,Verb,99.78818704
 أَفَاقَ,1,Verb,99.78953617
 يَتَفَيَّؤُا۟,1,Verb,99.7908853
 أَقْبَرَ,1,Verb,99.79223442
 نَقْتَبِسْ,1,Verb,99.79358355
 يَقْتُرُ,1,Verb,99.79493268
 ٱقْتَحَمَ,1,Verb,99.79628181
 نُقَدِّسُ,1,Verb,99.79763093
 ٱقْتَدِهْ,1,Verb,99.79898006
 نُقْرِئُ,1,Verb,99.80032919
 ٱسْتَقَرَّ,1,Verb,99.80167831
 تَّقْرِضُ,1,Verb,99.80302744
 قَاسَمَ,1,Verb,99.80437657
 تَقَاسَمُ,1,Verb,99.8057257
 تَسْتَقْسِمُ,1,Verb,99.80707482
 تَقْشَعِرُّ,1,Verb,99.80842395
 ٱقْصِدْ,1,Verb,99.80977308
 تَقْصُرُ,1,Verb,99.8111222
 يُقْصِرُ,1,Verb,99.81247133
 قَصَمْ,1,Verb,99.81382046
 يَنقَضَّ,1,Verb,99.81516959
 تَقْفُ,1,Verb,99.81651871
 تُقْلَبُ,1,Verb,99.81786784
 تَتَقَلَّبُ,1,Verb,99.81921697
 أَقْلِعِ,1,Verb,99.82056609
 قَلَّ,1,Verb,99.82191522
 يُقَلِّلُ,1,Verb,99.82326435
 أَقَلَّتْ,1,Verb,99.82461348
 قَلَىٰ,1,Verb,99.8259626
 تَقْهَرْ,1,Verb,99.82731173
 كُبَّتْ,1,Verb,99.82866086
 أَكْبَرْ,1,Verb,99.83000998
 كُبْكِبُ,1,Verb,99.83135911
 كَاتِبُ,1,Verb,99.83270824
 ٱكْتَتَبَ,1,Verb,99.83405736
 كَثَّرَ,1,Verb,99.83540649
 ٱنكَدَرَتْ,1,Verb,99.83675562
 أَكْدَىٰٓ,1,Verb,99.83810475
 كَرَّهَ,1,Verb,99.83945387
 كُشِطَتْ,1,Verb,99.840803
 أَكْفَرَ,1,Verb,99.84215213
 كَفَّلَ,1,Verb,99.84350125
 أَكْفِلْ,1,Verb,99.84485038
 يَكْلَؤُ,1,Verb,99.84619951
 تُكْوَىٰ,1,Verb,99.84754864
 تَلَذُّ,1,Verb,99.84889776
 يَتَلَطَّفْ,1,Verb,99.85024689
 تَلَظَّىٰ,1,Verb,99.85159602
 ٱلْغَ,1,Verb,99.85294514
 تَلْفِتَ,1,Verb,99.85429427
 تَلْفَحُ,1,Verb,99.8556434
 يَلْفِظُ,1,Verb,99.85699253
 ٱلْتَفَّتِ,1,Verb,99.85834165
 ٱلْتَقَمَ,1,Verb,99.85969078
 ٱلْتَمِسُ,1,Verb,99.86103991
 أَلْهَمَ,1,Verb,99.86238903
 تَلَهَّىٰ,1,Verb,99.86373816
 لَاتَ,1,Verb,99.86508729
 يَتَلَٰوَمُ,1,Verb,99.86643642
 لَوَّ,1,Verb,99.86778554
 يَلِتْ,1,Verb,99.86913467
 أَلَ,1,Verb,99.8704838
 تَمَثَّلَ,1,Verb,99.87183292
 تَمْرَحُ,1,Verb,99.87318205
 مَرَدُ,1,Verb,99.87453118
 مَرِضْ,1,Verb,99.87588031
 تُمَارِ,1,Verb,99.87722943
 مَسَخْ,1,Verb,99.87857856
 يُمَسِّكُ,1,Verb,99.87992769
 تُمْسُ,1,Verb,99.88127681
 يَتَمَطَّىٰٓ,1,Verb,99.88262594
 أَمْكَنَ,1,Verb,99.88397507
 ٱمْتَلَأْ,1,Verb,99.8853242
 يَمْهَدُ,1,Verb,99.88667332
 مَهَّد,1,Verb,99.88802245
 أَمْهِلْ,1,Verb,99.88937158
 يَمُوجُ,1,Verb,99.8907207
 نَمِيرُ,1,Verb,99.89206983
 تَمَيَّزُ,1,Verb,99.89341896
 ٱمْتَٰزُ,1,Verb,99.89476809
 يَسْتَنۢبِـُٔ,1,Verb,99.89611721
 تَنۢبُتُ,1,Verb,99.89746634
 تَنَابَزُ,1,Verb,99.89881547
 يَسْتَنۢبِطُ,1,Verb,99.90016459
 نَتَقْ,1,Verb,99.90151372
 ٱنتَثَرَتْ,1,Verb,99.90286285
 نَٰجَيْ,1,Verb,99.90421197
 ٱنْحَرْ,1,Verb,99.9055611
 تَنَادَ,1,Verb,99.90691023
 يُنَٰزِعُ,1,Verb,99.90825936
 نَسْتَنسِخُ,1,Verb,99.90960848
 يُنَشَّؤُا۟,1,Verb,99.91095761
 نُنشِزُ,1,Verb,99.91230674
 تَنَاصَرُ,1,Verb,99.91365586
 نَضِجَتْ,1,Verb,99.91500499
 يَنْعِقُ,1,Verb,99.91635412
 نَعَّمَ,1,Verb,99.91770325
 يُنْغِضُ,1,Verb,99.91905237
 تَنَفَّسَ,1,Verb,99.9204015
 يَتَنَافَسِ,1,Verb,99.92175063
 نَفَشَتْ,1,Verb,99.92309975
 يُنفَ,1,Verb,99.92444888
 نَقَّبُ,1,Verb,99.92579801
 يَسْتَنقِذُ,1,Verb,99.92714714
 نُقِرَ,1,Verb,99.92849626
 أَنقَضَ,1,Verb,99.92984539
 يَسْتَنكِحَ,1,Verb,99.93119452
